datetime,temperature,cloudcover,weathercode,month,day,hour,weekday,weekend,sunny,weather,crowd_level
2024-06-11 17:00:00,20.8,33,1,6,11,17,1,0,0,Mostly Clear,0.6
2024-06-11 18:00:00,20.7,7,0,6,11,18,1,0,1,Clear,0.71
2024-06-11 19:00:00,20.6,74,2,6,11,19,1,0,0,Partly Cloudy,0.5
2024-06-11 20:00:00,18.5,30,1,6,11,20,1,0,0,Mostly Clear,0.57
2024-06-12 10:00:00,20.2,0,0,6,12,10,2,0,1,Clear,0.54
2024-06-12 11:00:00,22.0,0,0,6,12,11,2,0,1,Clear,0.64
2024-06-12 12:00:00,23.7,67,2,6,12,12,2,0,0,Partly Cloudy,0.54
2024-06-12 13:00:00,24.6,50,2,6,12,13,2,0,0,Partly Cloudy,0.59
2024-06-12 14:00:00,25.1,3,0,6,12,14,2,0,1,Clear,0.73
2024-06-12 15:00:00,25.7,4,0,6,12,15,2,0,1,Clear,0.78
2024-06-12 16:00:00,26.1,0,0,6,12,16,2,0,1,Clear,0.74
2024-06-12 17:00:00,26.6,79,2,6,12,17,2,0,0,Partly Cloudy,0.61
2024-06-12 18:00:00,26.4,38,1,6,12,18,2,0,0,Mostly Clear,0.68
2024-06-12 19:00:00,25.8,3,0,6,12,19,2,0,1,Clear,0.69
2024-06-12 20:00:00,23.6,0,0,6,12,20,2,0,1,Clear,0.71
2024-06-13 10:00:00,23.6,0,0,6,13,10,3,0,1,Clear,0.6
2024-06-13 11:00:00,25.3,0,0,6,13,11,3,0,1,Clear,0.63
2024-06-13 12:00:00,26.6,0,0,6,13,12,3,0,1,Clear,0.67
2024-06-13 13:00:00,27.8,0,0,6,13,13,3,0,1,Clear,0.75
2024-06-13 14:00:00,28.7,0,0,6,13,14,3,0,1,Clear,0.8
2024-06-13 15:00:00,29.5,0,0,6,13,15,3,0,1,Clear,0.79
2024-06-13 16:00:00,30.1,36,1,6,13,16,3,0,0,Mostly Clear,0.76
2024-06-13 17:00:00,30.1,29,1,6,13,17,3,0,0,Mostly Clear,0.72
2024-06-13 18:00:00,29.7,11,0,6,13,18,3,0,1,Clear,0.81
2024-06-13 19:00:00,28.6,5,0,6,13,19,3,0,1,Clear,0.74
2024-06-13 20:00:00,26.0,25,1,6,13,20,3,0,0,Mostly Clear,0.65
2024-06-14 10:00:00,24.9,45,1,6,14,10,4,0,0,Mostly Clear,0.53
2024-06-14 11:00:00,26.3,56,2,6,14,11,4,0,0,Partly Cloudy,0.51
2024-06-14 12:00:00,26.5,62,2,6,14,12,4,0,0,Partly Cloudy,0.56
2024-06-14 13:00:00,24.2,30,63,6,14,13,4,0,0,Rain,0.18
2024-06-14 14:00:00,26.5,61,2,6,14,14,4,0,0,Partly Cloudy,0.61
2024-06-14 15:00:00,22.3,90,63,6,14,15,4,0,0,Rain,0.18
2024-06-14 16:00:00,22.1,26,51,6,14,16,4,0,0,Drizzle,0.27
2024-06-14 17:00:00,24.4,22,1,6,14,17,4,0,0,Mostly Clear,0.68
2024-06-14 18:00:00,22.6,60,61,6,14,18,4,0,0,Rain,0.18
2024-06-14 19:00:00,22.7,15,0,6,14,19,4,0,1,Clear,0.69
2024-06-14 20:00:00,22.4,14,0,6,14,20,4,0,1,Clear,0.68
2024-06-15 10:00:00,19.1,0,0,6,15,10,5,1,1,Clear,0.65
2024-06-15 11:00:00,21.1,0,0,6,15,11,5,1,1,Clear,0.68
2024-06-15 12:00:00,22.6,0,0,6,15,12,5,1,1,Clear,0.79
2024-06-15 13:00:00,23.8,1,0,6,15,13,5,1,1,Clear,0.86
2024-06-15 14:00:00,24.7,14,0,6,15,14,5,1,1,Clear,0.85
2024-06-15 15:00:00,25.4,16,0,6,15,15,5,1,1,Clear,0.89
2024-06-15 16:00:00,25.8,79,2,6,15,16,5,1,0,Partly Cloudy,0.73
2024-06-15 17:00:00,25.9,67,2,6,15,17,5,1,0,Partly Cloudy,0.72
2024-06-15 18:00:00,25.6,95,3,6,15,18,5,1,0,Overcast,0.54
2024-06-15 19:00:00,24.9,4,0,6,15,19,5,1,1,Clear,0.84
2024-06-15 20:00:00,22.9,6,0,6,15,20,5,1,1,Clear,0.82
2024-06-16 10:00:00,22.6,15,0,6,16,10,6,1,1,Clear,0.71
2024-06-16 11:00:00,24.9,48,1,6,16,11,6,1,0,Mostly Clear,0.68
2024-06-16 12:00:00,26.8,93,3,6,16,12,6,1,0,Overcast,0.49
2024-06-16 13:00:00,28.3,86,3,6,16,13,6,1,0,Overcast,0.56
2024-06-16 14:00:00,29.4,93,3,6,16,14,6,1,0,Overcast,0.56
2024-06-16 15:00:00,30.5,100,3,6,16,15,6,1,0,Overcast,0.57
2024-06-16 16:00:00,31.3,74,2,6,16,16,6,1,0,Partly Cloudy,0.77
2024-06-16 17:00:00,31.3,63,2,6,16,17,6,1,0,Partly Cloudy,0.74
2024-06-16 18:00:00,30.9,4,0,6,16,18,6,1,1,Clear,0.95
2024-06-16 19:00:00,30.4,7,0,6,16,19,6,1,1,Clear,0.86
2024-06-16 20:00:00,27.7,1,0,6,16,20,6,1,1,Clear,0.81
2024-06-17 10:00:00,26.3,27,51,6,17,10,0,0,0,Drizzle,0.24
2024-06-17 11:00:00,29.0,19,0,6,17,11,0,0,1,Clear,0.71
2024-06-17 12:00:00,30.8,39,1,6,17,12,0,0,0,Mostly Clear,0.64
2024-06-17 13:00:00,32.3,19,0,6,17,13,0,0,1,Clear,0.75
2024-06-17 14:00:00,33.4,25,1,6,17,14,0,0,0,Mostly Clear,0.7
2024-06-17 15:00:00,33.7,22,1,6,17,15,0,0,0,Mostly Clear,0.74
2024-06-17 16:00:00,34.3,36,1,6,17,16,0,0,0,Mostly Clear,0.71
2024-06-17 17:00:00,33.1,44,1,6,17,17,0,0,0,Mostly Clear,0.76
2024-06-17 18:00:00,32.6,97,3,6,17,18,0,0,0,Overcast,0.51
2024-06-17 19:00:00,31.6,16,0,6,17,19,0,0,1,Clear,0.75
2024-06-17 20:00:00,29.8,8,0,6,17,20,0,0,1,Clear,0.77
2024-06-18 10:00:00,27.1,100,3,6,18,10,1,0,0,Overcast,0.35
2024-06-18 11:00:00,29.1,100,3,6,18,11,1,0,0,Overcast,0.43
2024-06-18 12:00:00,30.3,100,51,6,18,12,1,0,0,Drizzle,0.28
2024-06-18 13:00:00,27.5,100,63,6,18,13,1,0,0,Rain,0.16
2024-06-18 14:00:00,28.6,99,3,6,18,14,1,0,0,Overcast,0.46
2024-06-18 15:00:00,29.1,93,3,6,18,15,1,0,0,Overcast,0.49
2024-06-18 16:00:00,29.8,90,3,6,18,16,1,0,0,Overcast,0.52
2024-06-18 17:00:00,29.8,95,3,6,18,17,1,0,0,Overcast,0.48
2024-06-18 18:00:00,30.0,72,2,6,18,18,1,0,0,Partly Cloudy,0.63
2024-06-18 19:00:00,29.6,81,3,6,18,19,1,0,0,Overcast,0.46
2024-06-18 20:00:00,28.4,99,3,6,18,20,1,0,0,Overcast,0.48
2024-06-19 10:00:00,27.6,100,3,6,19,10,2,0,0,Overcast,0.34
2024-06-19 11:00:00,28.9,100,3,6,19,11,2,0,0,Overcast,0.43
2024-06-19 12:00:00,29.8,100,3,6,19,12,2,0,0,Overcast,0.44
2024-06-19 13:00:00,30.7,67,51,6,19,13,2,0,0,Drizzle,0.28
2024-06-19 14:00:00,31.8,100,3,6,19,14,2,0,0,Overcast,0.49
2024-06-19 15:00:00,31.3,100,3,6,19,15,2,0,0,Overcast,0.5
2024-06-19 16:00:00,31.4,100,3,6,19,16,2,0,0,Overcast,0.49
2024-06-19 17:00:00,31.5,100,3,6,19,17,2,0,0,Overcast,0.51
2024-06-19 18:00:00,31.4,100,51,6,19,18,2,0,0,Drizzle,0.31
2024-06-19 19:00:00,31.3,41,1,6,19,19,2,0,0,Mostly Clear,0.66
2024-06-19 20:00:00,28.9,100,3,6,19,20,2,0,0,Overcast,0.47
2024-06-20 10:00:00,27.0,34,1,6,20,10,3,0,0,Mostly Clear,0.54
2024-06-20 11:00:00,28.9,11,0,6,20,11,3,0,1,Clear,0.72
2024-06-20 12:00:00,30.3,30,1,6,20,12,3,0,0,Mostly Clear,0.66
2024-06-20 13:00:00,31.0,46,1,6,20,13,3,0,0,Mostly Clear,0.71
2024-06-20 14:00:00,31.6,100,3,6,20,14,3,0,0,Overcast,0.45
2024-06-20 15:00:00,31.7,38,1,6,20,15,3,0,0,Mostly Clear,0.74
2024-06-20 16:00:00,32.0,11,0,6,20,16,3,0,1,Clear,0.82
2024-06-20 17:00:00,32.1,15,0,6,20,17,3,0,1,Clear,0.8
2024-06-20 18:00:00,32.1,17,0,6,20,18,3,0,1,Clear,0.82
2024-06-20 19:00:00,31.4,33,1,6,20,19,3,0,0,Mostly Clear,0.66
2024-06-20 20:00:00,29.8,20,1,6,20,20,3,0,0,Mostly Clear,0.68
2024-06-21 10:00:00,28.6,11,0,6,21,10,4,0,1,Clear,0.64
2024-06-21 11:00:00,30.4,14,0,6,21,11,4,0,1,Clear,0.68
2024-06-21 12:00:00,31.7,12,0,6,21,12,4,0,1,Clear,0.72
2024-06-21 13:00:00,32.8,21,1,6,21,13,4,0,0,Mostly Clear,0.68
2024-06-21 14:00:00,33.6,10,0,6,21,14,4,0,1,Clear,0.8
2024-06-21 15:00:00,34.3,9,0,6,21,15,4,0,1,Clear,0.81
2024-06-21 16:00:00,34.4,21,1,6,21,16,4,0,0,Mostly Clear,0.75
2024-06-21 17:00:00,33.3,38,1,6,21,17,4,0,0,Mostly Clear,0.74
2024-06-21 18:00:00,32.5,14,0,6,21,18,4,0,1,Clear,0.82
2024-06-21 19:00:00,31.6,60,2,6,21,19,4,0,0,Partly Cloudy,0.61
2024-06-21 20:00:00,29.6,58,2,6,21,20,4,0,0,Partly Cloudy,0.58
2024-06-22 10:00:00,28.0,62,2,6,22,10,5,1,0,Partly Cloudy,0.62
2024-06-22 11:00:00,30.7,85,3,6,22,11,5,1,0,Overcast,0.52
2024-06-22 12:00:00,32.8,27,1,6,22,12,5,1,0,Mostly Clear,0.79
2024-06-22 13:00:00,33.8,18,0,6,22,13,5,1,1,Clear,0.92
2024-06-22 14:00:00,34.5,19,0,6,22,14,5,1,1,Clear,0.89
2024-06-22 15:00:00,34.9,37,1,6,22,15,5,1,0,Mostly Clear,0.86
2024-06-22 16:00:00,34.7,36,1,6,22,16,5,1,0,Mostly Clear,0.87
2024-06-22 17:00:00,34.8,45,1,6,22,17,5,1,0,Mostly Clear,0.84
2024-06-22 18:00:00,34.3,77,2,6,22,18,5,1,0,Partly Cloudy,0.77
2024-06-22 19:00:00,32.7,100,3,6,22,19,5,1,0,Overcast,0.53
2024-06-22 20:00:00,31.2,100,3,6,22,20,5,1,0,Overcast,0.56
2024-06-23 10:00:00,28.1,100,3,6,23,10,6,1,0,Overcast,0.47
2024-06-23 11:00:00,28.7,100,3,6,23,11,6,1,0,Overcast,0.53
2024-06-23 12:00:00,28.2,100,51,6,23,12,6,1,0,Drizzle,0.3
2024-06-23 13:00:00,27.2,100,53,6,23,13,6,1,0,Drizzle,0.3
2024-06-23 14:00:00,28.4,95,3,6,23,14,6,1,0,Overcast,0.57
2024-06-23 15:00:00,30.1,100,3,6,23,15,6,1,0,Overcast,0.55
2024-06-23 16:00:00,27.9,89,53,6,23,16,6,1,0,Drizzle,0.33
2024-06-23 17:00:00,26.2,51,51,6,23,17,6,1,0,Drizzle,0.31
2024-06-23 18:00:00,26.7,55,51,6,23,18,6,1,0,Drizzle,0.33
2024-06-23 19:00:00,26.1,83,51,6,23,19,6,1,0,Drizzle,0.29
2024-06-23 20:00:00,22.8,55,61,6,23,20,6,1,0,Rain,0.16
2024-06-24 10:00:00,21.3,53,2,6,24,10,0,0,0,Partly Cloudy,0.43
2024-06-24 11:00:00,22.8,10,0,6,24,11,0,0,1,Clear,0.64
2024-06-24 12:00:00,24.3,9,0,6,24,12,0,0,1,Clear,0.68
2024-06-24 13:00:00,25.3,13,0,6,24,13,0,0,1,Clear,0.73
2024-06-24 14:00:00,25.9,31,1,6,24,14,0,0,0,Mostly Clear,0.67
2024-06-24 15:00:00,26.4,21,1,6,24,15,0,0,0,Mostly Clear,0.71
2024-06-24 16:00:00,26.7,11,0,6,24,16,0,0,1,Clear,0.75
2024-06-24 17:00:00,27.1,23,1,6,24,17,0,0,0,Mostly Clear,0.67
2024-06-24 18:00:00,27.0,40,1,6,24,18,0,0,0,Mostly Clear,0.71
2024-06-24 19:00:00,25.9,28,1,6,24,19,0,0,0,Mostly Clear,0.65
2024-06-24 20:00:00,23.9,1,0,6,24,20,0,0,1,Clear,0.67
2024-06-25 10:00:00,24.3,88,3,6,25,10,1,0,0,Overcast,0.34
2024-06-25 11:00:00,26.2,100,3,6,25,11,1,0,0,Overcast,0.41
2024-06-25 12:00:00,27.7,100,3,6,25,12,1,0,0,Overcast,0.41
2024-06-25 13:00:00,28.6,100,3,6,25,13,1,0,0,Overcast,0.48
2024-06-25 14:00:00,29.9,100,3,6,25,14,1,0,0,Overcast,0.46
2024-06-25 15:00:00,29.8,100,3,6,25,15,1,0,0,Overcast,0.51
2024-06-25 16:00:00,30.0,100,3,6,25,16,1,0,0,Overcast,0.51
2024-06-25 17:00:00,29.5,100,3,6,25,17,1,0,0,Overcast,0.51
2024-06-25 18:00:00,29.6,84,3,6,25,18,1,0,0,Overcast,0.51
2024-06-25 19:00:00,29.3,95,3,6,25,19,1,0,0,Overcast,0.48
2024-06-25 20:00:00,27.5,100,3,6,25,20,1,0,0,Overcast,0.44
2024-06-26 10:00:00,25.7,98,3,6,26,10,2,0,0,Overcast,0.36
2024-06-26 11:00:00,27.3,100,3,6,26,11,2,0,0,Overcast,0.41
2024-06-26 12:00:00,27.8,100,3,6,26,12,2,0,0,Overcast,0.39
2024-06-26 13:00:00,30.3,100,3,6,26,13,2,0,0,Overcast,0.48
2024-06-26 14:00:00,26.7,100,53,6,26,14,2,0,0,Drizzle,0.26
2024-06-26 15:00:00,26.1,100,51,6,26,15,2,0,0,Drizzle,0.31
2024-06-26 16:00:00,27.0,100,51,6,26,16,2,0,0,Drizzle,0.26
2024-06-26 17:00:00,25.3,100,51,6,26,17,2,0,0,Drizzle,0.28
2024-06-26 18:00:00,24.4,100,51,6,26,18,2,0,0,Drizzle,0.28
2024-06-26 19:00:00,23.1,100,55,6,26,19,2,0,0,Drizzle,0.28
2024-06-26 20:00:00,20.5,100,61,6,26,20,2,0,0,Rain,0.14
2024-06-27 10:00:00,21.4,17,53,6,27,10,3,0,0,Drizzle,0.18
2024-06-27 11:00:00,23.0,25,51,6,27,11,3,0,0,Drizzle,0.25
2024-06-27 12:00:00,24.1,20,1,6,27,12,3,0,0,Mostly Clear,0.58
2024-06-27 13:00:00,24.7,62,2,6,27,13,3,0,0,Partly Cloudy,0.58
2024-06-27 14:00:00,25.2,18,0,6,27,14,3,0,1,Clear,0.71
2024-06-27 15:00:00,25.5,8,0,6,27,15,3,0,1,Clear,0.75
2024-06-27 16:00:00,25.8,17,0,6,27,16,3,0,1,Clear,0.78
2024-06-27 17:00:00,26.1,61,2,6,27,17,3,0,0,Partly Cloudy,0.6
2024-06-27 18:00:00,25.2,4,0,6,27,18,3,0,1,Clear,0.78
2024-06-27 19:00:00,24.5,2,0,6,27,19,3,0,1,Clear,0.68
2024-06-27 20:00:00,22.8,2,0,6,27,20,3,0,1,Clear,0.71
2024-06-28 10:00:00,21.8,100,3,6,28,10,4,0,0,Overcast,0.34
2024-06-28 11:00:00,23.8,99,3,6,28,11,4,0,0,Overcast,0.38
2024-06-28 12:00:00,25.6,93,3,6,28,12,4,0,0,Overcast,0.39
2024-06-28 13:00:00,27.1,1,0,6,28,13,4,0,1,Clear,0.75
2024-06-28 14:00:00,28.5,0,0,6,28,14,4,0,1,Clear,0.76
2024-06-28 15:00:00,29.8,18,0,6,28,15,4,0,1,Clear,0.79
2024-06-28 16:00:00,30.7,72,2,6,28,16,4,0,0,Partly Cloudy,0.64
2024-06-28 17:00:00,31.3,85,3,6,28,17,4,0,0,Overcast,0.49
2024-06-28 18:00:00,29.8,39,1,6,28,18,4,0,0,Mostly Clear,0.73
2024-06-28 19:00:00,28.8,100,3,6,28,19,4,0,0,Overcast,0.46
2024-06-28 20:00:00,27.3,100,3,6,28,20,4,0,0,Overcast,0.44
2024-06-29 10:00:00,24.2,100,63,6,29,10,5,1,0,Rain,0.16
2024-06-29 11:00:00,26.3,100,51,6,29,11,5,1,0,Drizzle,0.27
2024-06-29 12:00:00,29.0,100,3,6,29,12,5,1,0,Overcast,0.51
2024-06-29 13:00:00,30.0,100,3,6,29,13,5,1,0,Overcast,0.55
2024-06-29 14:00:00,31.6,100,3,6,29,14,5,1,0,Overcast,0.53
2024-06-29 15:00:00,26.6,100,53,6,29,15,5,1,0,Drizzle,0.34
2024-06-29 16:00:00,26.0,100,51,6,29,16,5,1,0,Drizzle,0.34
2024-06-29 17:00:00,27.0,100,3,6,29,17,5,1,0,Overcast,0.54
2024-06-29 18:00:00,27.7,100,3,6,29,18,5,1,0,Overcast,0.54
2024-06-29 19:00:00,28.1,100,3,6,29,19,5,1,0,Overcast,0.52
2024-06-29 20:00:00,26.9,100,3,6,29,20,5,1,0,Overcast,0.5
2024-06-30 10:00:00,25.0,31,51,6,30,10,6,1,0,Drizzle,0.28
2024-06-30 11:00:00,26.4,16,51,6,30,11,6,1,0,Drizzle,0.28
2024-06-30 12:00:00,27.6,23,51,6,30,12,6,1,0,Drizzle,0.27
2024-06-30 13:00:00,28.2,24,51,6,30,13,6,1,0,Drizzle,0.31
2024-06-30 14:00:00,28.5,31,1,6,30,14,6,1,0,Mostly Clear,0.79
2024-06-30 15:00:00,28.4,10,0,6,30,15,6,1,1,Clear,0.95
